Location,Maker,Model,Year,Colour,Amount (Million Naira),Type,Distance
Lagos,Lexus,RX 350 F Sport AWD,2017,White,26.5,foreign used,72366.0
Lagos,Lexus,GX 460 Base,2015,Black,18.8,nigerian used,36926.0
Abuja,Lexus,RX 350 AWD,2008,Gold,5.65,foreign used,80000.0
Abuja,Toyota,RAV4,2016,Silver,14.5,foreign used,54601.0
Abuja,Toyota,Venza LE AWD,2013,Silver,9.2,foreign used,42000.0
Lagos,Nissan,Primera,2002,Gray,0.91,foreign used,87388.0
Lagos,Lexus,RX 350 F Sport FWD,2019,Gray,24.0,foreign used,72366.0
Lagos,Toyota,Camry,2013,Black,6.8,foreign used,76380.0
Abuja,Toyota,Land Cruiser Prado 2.8,2017,Black,20.0,brand new,12000.0
Lagos,Toyota,Sequoia,2007,Red,4.1,foreign used,72366.0
Lagos,Nissan,Tiida,2007,Silver,0.68,nigerian used,194125.0
Abuja,Mercedes-Benz,C300,2008,Black,4.6,foreign used,72366.0
Lagos,Toyota,Sequoia,2007,Gold,3.85,foreign used,984512.0
Abuja,Toyota,Highlander,2003,Blue,2.3,nigerian used,112366.0
Abuja,Toyota,Land Cruiser Prado 3 D-4d (190 Hp),2015,Black,20.0,foreign used,9210.0
Ibadan,Toyota,Corolla,2013,Gray,4.4,foreign used,68000.0
Lagos,Lexus,RX 350,2011,Red,9.5,foreign used,50000.0
Abuja,Mercedes-Benz,E350,2013,Black,8.25,foreign used,186706.0
Abuja,Lexus,RX 350 AWD,2013,Gold,10.0,foreign used,72366.0
Lagos,Lexus,RX,2002,Black,3.1,foreign used,72366.0
Lagos,Toyota,Camry,2010,Gray,3.3,foreign used,72366.0
Ibadan,Hyundai,Sonata,2011,Gray,3.15,nigerian used,220305.0
Lagos,Toyota,RAV4,2013,Red,8.7,foreign used,76324.0
Abuja,Mercedes-Benz,GLE-Class,2021,Black,95.0,brand new,811.0
Lagos,Lexus,ES 350,2007,Gold,3.2,foreign used,72366.0
Lagos,Toyota,HiAce,2010,Silver,8.5,foreign used,72366.0
Abuja,Hyundai,Elantra,2013,Black,2.55,foreign used,72366.0
Abuja,Toyota,Highlander,2012,Gray,8.41,foreign used,60341.0
Ibadan,Pontiac,Vibe Automatic,2003,Gray,2.48,foreign used,177675.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2011,Gray,6.0,nigerian used,20000.0
Lagos,Lexus,RX,2006,Silver,5.0,foreign used,72366.0
Ibadan,Toyota,Hilux,2014,White,7.5,nigerian used,143245.0
Abuja,Toyota,Sienna,2005,Gray,1.8,nigerian used,112366.0
Lagos,Toyota,Camry,2009,Blue,4.35,foreign used,72366.0
Abuja,Toyota,Corolla,2010,Red,3.53,foreign used,55000.0
Abuja,Honda,Legend 3.7 V6,2009,Black,2.3,nigerian used,239486.0
Abuja,Honda,Accord Sedan LX Automatic,2007,Gray,2.8,foreign used,85324.0
Abuja,Lexus,ES,2015,Black,11.5,foreign used,45000.0
Lagos,Toyota,Camry,2008,White,3.2,foreign used,72366.0
Abuja,Toyota,Corolla,2015,Green,5.3,foreign used,72366.0
Abuja,Toyota,Sienna XLE AWD,2005,White,4.2,foreign used,72366.0
Abuja,Toyota,Sienna,2009,Gold,2.45,nigerian used,112366.0
Lagos,Lexus,ES 350,2007,Silver,4.5,foreign used,98750.0
Ibadan,Toyota,RAV4 2.5 Sport,2011,Black,5.7,foreign used,128000.0
Abuja,Honda,Accord,2016,Gray,6.75,nigerian used,64338.0
Lagos,Mercedes-Benz,GLK-Class,2013,White,10.55,foreign used,69345.0
Lagos,Honda,Civic Hybrid,2006,Blue,2.48,foreign used,219921.0
Abuja,Toyota,Camry,2018,Black,12.5,foreign used,72366.0
Ibadan,Toyota,Camry,2010,Gray,4.2,foreign used,75000.0
Lagos,Lexus,RX 350,2007,Black,5.7,foreign used,57000.0
Abuja,Toyota,Highlander V6,2009,Green,4.0,nigerian used,112366.0
Lagos,Mercedes-Benz,C300,2012,White,7.55,foreign used,72366.0
Abuja,Toyota,Matrix,2004,Blue,1.7,nigerian used,112366.0
Abuja,Lexus,ES 350 FWD,2013,Silver,10.0,foreign used,78000.0
Lagos,Land Rover,Range Rover,2011,Black,10.13,nigerian used,26628.0
Ibadan,Toyota,Corolla,2007,Black,1.97,nigerian used,172595.0
Abuja,Honda,Accord 2.4 EX,2008,Black,2.45,nigerian used,55352.0
Lagos,Toyota,Highlander XLE 4x4 V6 (3.5L 6cyl 8A),2018,Gray,18.5,foreign used,44536.0
Lagos,Lexus,LX 570 AWD,2017,Black,46.0,foreign used,63000.0
Abuja,Lexus,RX 330 4WD,2005,Gold,3.5,nigerian used,180000.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2011,Pink,7.5,foreign used,72366.0
Lagos,Lexus,ES,2008,Black,2.81,nigerian used,102480.0
Abuja,Mercedes-Benz,C300,2017,Black,14.5,foreign used,72366.0
Lagos,Mercedes-Benz,GLE-Class,2020,Gray,56.0,foreign used,72366.0
Lagos,Toyota,Vellfire,2016,White,16.0,foreign used,72366.0
Ibadan,Lexus,ES 350,2010,White,5.0,foreign used,98271.0
Ibadan,Toyota,4-Runner SR5 V6,2005,Gold,2.49,nigerian used,182475.0
Lagos,Toyota,HiAce,2009,White,3.4,foreign used,162853.0
Abuja,Toyota,Camry 2.4 LE,2008,Red,2.4,nigerian used,112366.0
Lagos,Lexus,IS 250,2007,White,3.65,foreign used,86251.0
Lagos,Toyota,Tacoma SR5,2018,Silver,16.5,foreign used,23056.0
Lagos,Lexus,ES 350,2011,Black,5.65,foreign used,73557.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2014,White,13.2,foreign used,72366.0
Lagos,Lexus,RX 350,2008,Silver,6.5,foreign used,65394.0
Abuja,Mercedes-Benz,S-Class,2015,Black,21.0,nigerian used,112366.0
Lagos,Lexus,RX 300 4WD,2002,Gray,2.65,foreign used,119830.0
Abuja,Toyota,Camry,2013,White,5.3,foreign used,72366.0
Lagos,Lexus,RX 330 2WD,2003,Black,5.2,foreign used,72366.0
Lagos,Lexus,RX 350 AWD,2013,Silver,10.5,foreign used,75000.0
Abuja,Lexus,RX 330,2005,Silver,3.2,nigerian used,112366.0
Lagos,Lexus,GX 460 Luxury,2016,White,18.5,foreign used,24800.0
Lagos,Lexus,GX 460 Luxury,2016,Black,24.0,foreign used,58470.0
Lagos,Mercedes-Benz,1117,2001,Yellow,4.5,foreign used,227778.0
Lagos,Lexus,RX 350 AWD,2018,Gray,22.5,foreign used,72366.0
Lagos,Acura,TL,2010,Black,5.51,foreign used,284441.0
Lagos,Lexus,ES 350,2007,Black,4.9,foreign used,95021.0
Abuja,Hyundai,Hyundai Palisade,2020,Black,36.0,brand new,3000.0
Abuja,Toyota,Corolla,2013,Gray,3.9,nigerian used,112366.0
Lagos,Lexus,RX 350 AWD,2013,Red,11.5,foreign used,65000.0
Abuja,Toyota,Camry,2013,Gray,4.1,nigerian used,100000.0
Abuja,Jaguar,S-Type 2.5 V6 Automatic,2005,Gold,2.8,foreign used,80000.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Gray,13.5,foreign used,45838.0
Abuja,Peugeot,307,2006,Gray,1.6,foreign used,72366.0
Lagos,Mercedes-Benz,R-Class,2008,Black,6.17,foreign used,188429.0
Ibadan,Mercedes-Benz,C240,2001,Gold,1.13,nigerian used,482800.0
Lagos,Mercedes-Benz,C300,2013,Gray,6.34,foreign used,36016.0
Lagos,Lexus,GX,2012,Silver,17.0,foreign used,72366.0
Lagos,Toyota,Venza V6 AWD,2011,Red,7.5,foreign used,78456.0
Abuja,BMW,X7 xDrive50i,2019,White,78.0,nigerian used,112366.0
Lagos,Pontiac,Vibe 1.8L,2009,White,3.4,foreign used,92400.0
Lagos,Lexus,ES 350,2008,Silver,5.0,foreign used,36284.0
Abuja,Toyota,Corolla,2014,Black,5.0,foreign used,74587.0
Ibadan,Toyota,Corolla,2011,Red,2.81,nigerian used,177185.0
Lagos,Toyota,Highlander Limited,2011,Gray,8.5,foreign used,72366.0
Abuja,Honda,Civic,2018,Red,6.45,nigerian used,112366.0
Abuja,Toyota,Avalon Off,2009,White,3.95,foreign used,85213.0
Lagos,Toyota,RAV4 Limited,2008,Red,4.7,foreign used,72366.0
Lagos,Toyota,Sienna LE AWD,2005,Beige,1.91,nigerian used,478621.0
Abuja,Hyundai,Santa Fe,2016,Blue,9.0,foreign used,53046.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2013,Black,9.35,foreign used,107000.0
Lagos,Mercedes-Benz,M Class,2013,White,12.0,foreign used,83214.0
Lagos,Toyota,Tacoma Double Cab V6 Automatic,2012,Silver,9.3,foreign used,70000.0
Lagos,Mercedes-Benz,E400,2019,Silver,39.0,foreign used,72366.0
Abuja,Toyota,Corolla XSE (1.8L 4cyl 2A),2018,Silver,6.6,foreign used,35000.0
Lagos,Lexus,ES 350,2008,Black,4.75,foreign used,118452.0
Abuja,Mercedes-Benz,GLE-Class,2016,Black,22.5,foreign used,72366.0
Abuja,Ford,Explorer,2014,Gray,4.6,nigerian used,98212.0
Abuja,Toyota,Corolla,2011,Gray,3.38,nigerian used,201745.0
Abuja,Bentley,Continental,2005,Black,16.9,foreign used,64754.0
Abuja,Mercedes-Benz,C350,2010,Black,5.65,foreign used,72366.0
Lagos,Hyundai,Santa Fe,2007,Silver,2.14,nigerian used,193272.0
Lagos,Toyota,Camry,2011,Green,3.4,foreign used,88100.0
Lagos,Toyota,4-Runner,2014,Silver,15.5,foreign used,72366.0
Abuja,BMW,328i,2008,Blue,3.5,foreign used,72366.0
Lagos,Lexus,RX 350,2008,Blue,5.65,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2009,Red,4.6,foreign used,72366.0
Abuja,Mercedes-Benz,M Class,2006,Silver,5.0,foreign used,72366.0
Abuja,Toyota,RAV4,2010,Silver,5.3,foreign used,72366.0
Abuja,Toyota,Corolla LE,2006,Silver,2.85,foreign used,81865.0
Abuja,Lexus,ES 350,2009,Black,3.2,nigerian used,112366.0
Lagos,Lexus,RX 350,2010,Red,8.8,foreign used,72366.0
Abuja,Lexus,LX 570,2011,Black,25.0,nigerian used,33000.0
Abuja,Mercedes-Benz,GLS-Class,2018,White,45.0,foreign used,31000.0
Ibadan,Lexus,GS 350,2009,Silver,4.65,foreign used,72366.0
Abuja,Audi,A4,2007,Black,2.0,foreign used,68285.0
Abuja,BMW,128i,2013,Black,6.0,foreign used,50000.0
Abuja,Toyota,Highlander,2009,Black,4.0,nigerian used,112366.0
Lagos,Lexus,RX 350,2010,White,9.5,foreign used,72366.0
Abuja,Lexus,IS 250 AWD Automatic,2010,White,5.5,foreign used,90000.0
Abuja,Toyota,Corolla,2014,Gray,4.85,nigerian used,65000.0
Lagos,Toyota,Corolla,2009,Black,1.91,nigerian used,110826.0
Abuja,Mercedes-Benz,GLS-Class GLS450 4MATIC,2018,Black,38.5,foreign used,72366.0
Lagos,Acura,MDX,2005,Gray,1.58,nigerian used,228424.0
Lagos,Toyota,Tacoma,2013,Silver,9.7,foreign used,72366.0
Lagos,Lexus,ES 300 Off,2003,White,2.25,nigerian used,262866.0
Lagos,Lexus,IS 200t,2016,White,12.25,foreign used,11078.0
Lagos,Lexus,RX 350 AWD,2013,Blue,10.85,foreign used,72366.0
Ibadan,Honda,Accord,1999,Green,0.65,nigerian used,504000.0
Ibadan,Toyota,Highlander Limited,2008,Blue,6.89,foreign used,95230.0
Lagos,Mercedes-Benz,GL Class,2012,Silver,9.0,foreign used,45380.0
Lagos,Lexus,ES 350,2008,Black,3.55,nigerian used,112366.0
Abuja,Toyota,Camry,2013,Silver,5.5,foreign used,123484.0
Lagos,Mercedes-Benz,GL-Class GL 450,2008,Black,3.6,nigerian used,176153.0
Abuja,Toyota,Corolla LE,2007,Gold,2.2,nigerian used,112366.0
Abuja,Mini,Cooper,2007,Silver,1.7,nigerian used,50000.0
Abuja,BMW,BMW M5 Off,2021,White,90.0,brand new,811.0
Lagos,Toyota,Camry,2005,Gold,1.58,nigerian used,329219.0
Ibadan,Toyota,Tacoma,2009,Silver,5.06,foreign used,141966.0
Lagos,Lexus,GX 470 Sport Utility,2006,Silver,6.5,foreign used,99334.0
Lagos,Toyota,Venza AWD,2010,White,8.2,foreign used,65000.0
Lagos,Toyota,Tacoma,2013,Silver,12.5,foreign used,72366.0
Abuja,Toyota,Corolla Liftback,2005,Blue,2.85,foreign used,122000.0
Lagos,JAC,S3,2019,Gold,8.8,nigerian used,10255.0
Abuja,Toyota,Corolla,2009,Gray,3.9,foreign used,100000.0
Lagos,Lexus,RX,2003,Black,3.2,foreign used,72366.0
Lagos,Toyota,Highlander XLE AWD,2020,Gray,20.0,foreign used,72366.0
Ibadan,Toyota,Sequoia,2005,Gray,2.5,nigerian used,124000.0
Ibadan,Mitsubishi,L200,2012,White,3.38,nigerian used,246952.0
Lagos,Nissan,Xterra 3.3 Automatic,1999,Green,1.01,nigerian used,123456.0
Lagos,Mercedes-Benz,M Class,2006,Black,3.38,nigerian used,170599.0
Ibadan,Toyota,Camry,2009,Gold,3.35,foreign used,102000.0
Ibadan,Ford,Focus SE,2011,Red,2.5,foreign used,72366.0
Ibadan,Volkswagen,Golf 2 GLS 3-Door Automatic,2002,Blue,1.29,nigerian used,246158.0
Ibadan,Mercedes-Benz,C-Class,2005,White,1.69,nigerian used,2113.0
Lagos,Toyota,Land Cruiser 5.7 V8 VXR,2018,White,48.0,brand new,811.0
Abuja,Honda,Accord Crosstour,2011,Silver,5.0,foreign used,72366.0
Ibadan,Honda,Ridgeline,2007,Black,4.7,foreign used,72366.0
Lagos,Chrysler,Sebring,2007,Silver,2.03,foreign used,202669.0
Lagos,Lexus,ES,2014,Silver,9.35,foreign used,72366.0
Abuja,BMW,328i,2009,Black,4.0,foreign used,69853.0
Abuja,Honda,Accord,2004,Gold,0.95,nigerian used,85650.0
Abuja,Peugeot,206,2004,Blue,1.2,nigerian used,112366.0
Abuja,Honda,Civic,2017,Blue,7.9,foreign used,23542.0
Ibadan,Toyota,Camry,2015,Blue,5.5,nigerian used,112366.0
Abuja,Mercedes-Benz,C300,2010,Gray,3.5,nigerian used,112366.0
Abuja,Mercedes-Benz,GLK-Class 350 4MATIC,2010,Gray,4.8,nigerian used,109000.0
Lagos,Toyota,Highlander XLE V6 4x4 (3.5L 6cyl 6A),2016,Purple,14.2,foreign used,53846.0
Ibadan,Toyota,Corolla LE,2004,Black,1.73,nigerian used,144242.0
Lagos,Lexus,RX,2003,Silver,3.3,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,Silver,7.5,foreign used,72366.0
Abuja,Mercedes-Benz,GLA 250,2019,Blue,14.5,nigerian used,8458.0
Lagos,Mercedes-Benz,C300,2011,White,5.8,foreign used,72366.0
Abuja,Acura,TSX,2005,White,1.46,nigerian used,210396.0
Abuja,Chevrolet,Camaro LT Coupe Automatic,2012,White,5.95,nigerian used,69000.0
Lagos,Toyota,4-Runner Limited V6 4x4,2005,Gray,4.35,foreign used,86353.0
Abuja,Kia,Cerato,2012,Black,1.65,nigerian used,137000.0
Abuja,Toyota,Corolla,2013,White,3.4,nigerian used,102000.0
Abuja,Toyota,Matrix,2006,White,3.35,foreign used,95468.0
Abuja,BMW,3 Series,2009,Black,3.94,foreign used,209825.0
Lagos,Toyota,Echo Automatic,2003,Red,0.9,nigerian used,196246.0
Lagos,Lexus,RX 350 AWD,2019,Gray,22.5,foreign used,72366.0
Abuja,Lexus,IS 350 AWD,2014,Silver,9.25,foreign used,82000.0
Abuja,Toyota,Corolla,2004,Blue,1.42,nigerian used,142217.0
Lagos,Toyota,Camry,2010,Gray,4.0,foreign used,72366.0
Abuja,Toyota,Venza,2010,Gold,6.7,foreign used,72366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Black,13.8,foreign used,71414.0
Ibadan,Lexus,ES 350,2009,Gray,4.3,foreign used,64000.0
Abuja,Toyota,Sienna LE AWD,2005,Red,3.5,foreign used,72366.0
Lagos,Lexus,ES 350,2008,Burgandy,4.35,foreign used,85568.0
Abuja,Mercedes-Benz,E240,2002,Black,1.24,foreign used,285690.0
Abuja,Toyota,Camry,2005,Gray,2.9,foreign used,105000.0
Abuja,Toyota,Camry,2014,White,5.85,foreign used,70000.0
Lagos,Nissan,Altima Sedan 3.5 S,2013,Gray,2.81,foreign used,184398.0
Lagos,Lexus,IS 250,2010,White,5.35,foreign used,54127.0
Lagos,Mercedes-Benz,GL Class GL 450,2010,Gray,8.0,foreign used,100089.0
Abuja,Mercedes-Benz,C300,2013,White,7.0,foreign used,72366.0
Abuja,Lexus,RX 350 FWD,2017,Gray,18.95,foreign used,44099.0
Lagos,Lexus,RX 350 FWD,2015,Gray,11.9,foreign used,81000.0
Lagos,Volkswagen,Jetta,2006,Gray,1.91,nigerian used,340188.0
Lagos,Mercedes-Benz,GLK-Class,2015,Black,12.5,foreign used,58210.0
Lagos,Lexus,RX 350 FWD,2018,Gray,29.5,foreign used,72366.0
Lagos,Hyundai,Elantra,2016,White,3.83,foreign used,205079.0
Abuja,BMW,325i,2007,Gray,2.8,nigerian used,112366.0
Abuja,Toyota,Camry,2010,Red,2.5,nigerian used,112366.0
Abuja,Toyota,Corolla LE (1.8L 4cyl 2A),2018,Black,8.0,foreign used,44000.0
Lagos,Acura,RDX SH-AWD,2012,White,6.7,foreign used,72366.0
Abuja,BMW,7 Series,2018,White,40.0,foreign used,32568.0
Lagos,Lexus,RX 350L Luxury AWD,2018,Red,23.5,foreign used,72366.0
Lagos,Ford,Explorer,2014,White,8.52,foreign used,70851.0
Lagos,Lexus,IS,2012,White,5.6,foreign used,72366.0
Lagos,Toyota,Sienna CE,1999,Gold,0.9,nigerian used,27892.0
Abuja,Peugeot,508,2014,White,4.5,nigerian used,77991.0
Lagos,Mitsubishi,ASX,2013,Blue,5.65,foreign used,60951.0
Lagos,Mercedes-Benz,M Class,2015,Gray,12.38,foreign used,68974.0
Lagos,Mercedes-Benz,M Class,2007,Gray,4.9,foreign used,83444.0
Abuja,Mercedes-Benz,E350,2008,Black,4.2,foreign used,72366.0
Lagos,Lexus,RX 330,2005,Gray,5.15,foreign used,72366.0
Lagos,Toyota,Corolla Sedan Automatic,2004,Gray,1.86,nigerian used,377438.0
Ibadan,Toyota,Venza,2014,Green,11.0,foreign used,35000.0
Abuja,Toyota,Camry,2014,Silver,6.4,foreign used,124123.0
Abuja,Lexus,GX 460 Luxury,2017,Silver,19.8,foreign used,42003.0
Lagos,Toyota,Corolla 1.8,2008,Gold,1.91,nigerian used,176974.0
Abuja,Lexus,ES 350,2010,Silver,6.5,foreign used,65084.0
Lagos,Toyota,Camry,2013,Red,5.5,foreign used,21211.0
Ibadan,Toyota,Camry,2015,Gray,6.0,foreign used,72366.0
Lagos,Honda,CR-V,2015,Gray,9.0,foreign used,83310.0
Abuja,Honda,Accord Sedan LX Automatic,2005,Silver,1.4,nigerian used,112366.0
Ibadan,Honda,Accord,2014,Black,3.7,foreign used,72366.0
Lagos,Nissan,Patrol,2019,Black,50.97,foreign used,84.0
Lagos,Toyota,Highlander Limited,2008,Black,4.61,nigerian used,105274.0
Ibadan,Toyota,Camry,2007,Gray,2.48,nigerian used,188149.0
Lagos,Lexus,RX 350 FWD,2012,Burgandy,11.0,foreign used,72366.0
Abuja,Toyota,Hilux 4X4,2019,Blue,24.5,brand new,121.0
Lagos,Lexus,ES 330,2005,Black,3.35,foreign used,107213.0
Abuja,Toyota,Camry,2008,Black,2.55,nigerian used,112366.0
Abuja,Mercedes-Benz,C350,2008,Blue,3.7,nigerian used,105880.0
Ibadan,Toyota,Sienna XLE Limited AWD,2005,Silver,2.0,nigerian used,119079.0
Ibadan,Toyota,Camry,2009,Gray,3.35,foreign used,108350.0
Lagos,Toyota,Camry,2017,Silver,8.2,foreign used,42719.0
Abuja,Lexus,RX 350L 4WD,2020,Gray,25.0,foreign used,32800.0
Abuja,Mercedes-Benz,C300,2008,Silver,4.5,nigerian used,98653.0
Abuja,Toyota,RAV4,2014,Black,8.4,foreign used,72366.0
Abuja,Lexus,GX 470 Sport Utility,2006,Gray,6.7,foreign used,72366.0
Abuja,Mercedes-Benz,C300,2010,Black,4.2,foreign used,131211.0
Abuja,Toyota,Venza V6 AWD,2010,Red,4.9,nigerian used,112366.0
Lagos,Dodge,Dakota,2006,Black,3.38,nigerian used,163172.0
Lagos,Toyota,Land Cruiser 5.7 4WD,2008,Silver,17.5,foreign used,77000.0
Lagos,Toyota,Camry,2008,Gold,3.5,foreign used,72366.0
Lagos,Toyota,Corolla,2011,Blue,4.28,foreign used,183225.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2012,Silver,13.5,foreign used,72366.0
Lagos,Toyota,4-Runner Limited,2008,Silver,6.2,foreign used,865421.0
Lagos,Toyota,Camry,2012,Gold,4.16,nigerian used,254934.0
Lagos,Toyota,Sienna LE 8 Passenger,2011,Gray,5.4,nigerian used,129896.0
Abuja,Kia,Rio,2017,Silver,4.5,nigerian used,42530.0
Abuja,Mercedes-Benz,E350,2012,Black,8.0,foreign used,72366.0
Lagos,Lexus,RX 350 AWD,2008,Gray,5.4,foreign used,94369.0
Lagos,Lexus,GX 470,2009,Silver,9.5,foreign used,72366.0
Abuja,Land Rover,Range Rover Sport 4.2 V8 SC,2008,Red,6.5,foreign used,96597.0
Lagos,Toyota,Corolla LE,2007,Blue,2.75,foreign used,72366.0
Abuja,Mercedes-Benz,M Class,2006,Black,4.15,nigerian used,112366.0
Lagos,Toyota,Camry,2012,Silver,6.55,foreign used,72366.0
Abuja,Mercedes-Benz,C230,2005,Gold,2.55,foreign used,52352.0
Ibadan,Toyota,Tacoma PreRunner Access,2007,Red,6.5,foreign used,72366.0
Lagos,Toyota,Land Cruiser,2018,Black,18.0,foreign used,15000.0
Lagos,Lexus,RX 350,2010,Silver,9.5,foreign used,61698.0
Abuja,Mercedes-Benz,C250,2015,Black,7.3,foreign used,48620.0
Ibadan,Toyota,Corolla S,2006,Red,2.97,foreign used,120331.0
Lagos,Lexus,RX 350 FWD,2017,Black,18.7,foreign used,44900.0
Lagos,Mercedes-Benz,GL Class,2014,Black,17.5,foreign used,28000.0
Lagos,Toyota,RAV4 XLE AWD,2019,Black,19.55,foreign used,72366.0
Abuja,Toyota,Land Cruiser Prado,2016,Black,16.0,nigerian used,112363.0
Lagos,Toyota,Land Cruiser 4.6 V8 GX,2014,G,15.0,nigerian used,35000.0
Abuja,Toyota,Tacoma,2007,Silver,4.8,nigerian used,112369.0
Lagos,Mercedes-Benz,GLE-Class,2017,White,21.0,foreign used,55000.0
Abuja,Mercedes-Benz,E350,2016,Gray,12.85,foreign used,51423.0
Lagos,Lexus,RX 350,2010,Black,8.8,foreign used,72366.0
Abuja,Lexus,ES 350,2011,Gray,5.8,foreign used,74024.0
Abuja,Toyota,Corolla,2015,Silver,6.0,foreign used,88000.0
Abuja,Toyota,Camry XSE FWD,2020,Gray,26.8,foreign used,4000.0
Abuja,Toyota,Corolla,2014,Black,4.2,nigerian used,75682.0
Abuja,Toyota,Corolla,2017,Red,7.6,foreign used,72366.0
Abuja,Nissan,Frontier,2002,White,3.5,nigerian used,112366.0
Lagos,Toyota,Camry,2007,Black,3.2,foreign used,121432.0
Abuja,Mercedes-Benz,GLS-Class GLS450 4MATIC,2018,White,45.0,foreign used,72366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2010,White,8.0,foreign used,69085.0
Lagos,Hyundai,Elantra GLS,2010,Black,1.91,nigerian used,166941.0
Lagos,Lexus,ES 350,2008,Black,3.05,nigerian used,83957.0
Ibadan,Toyota,Highlander,2013,Black,8.6,foreign used,72366.0
Lagos,Toyota,Highlander 4x4,2008,Black,5.8,foreign used,135283.0
Abuja,Honda,Accord,2013,Black,5.75,foreign used,48652.0
Abuja,Toyota,Highlander,2015,Gray,11.85,foreign used,35856.0
Ibadan,Opel,Zafira 1.8,2006,Black,2.15,foreign used,72366.0
Abuja,Mercedes-Benz,GLC-Class,2018,Black,30.0,foreign used,7958.0
Abuja,Ford,Fusion,2014,Silver,3.47,nigerian used,128453.0
Lagos,Lexus,ES 300,2002,Black,2.93,foreign used,10540.0
Abuja,Mercedes-Benz,M Class ML 350,2005,Black,3.8,nigerian used,112366.0
Lagos,Mercedes-Benz,GLK-Class 350 4MATIC,2014,White,7.8,foreign used,72366.0
Abuja,Honda,FR-V 2.0i VTEC,2008,Silver,3.2,foreign used,100000.0
Lagos,Lexus,RX 350 F Sport AWD,2017,Silver,17.0,foreign used,32510.0
Abuja,Lexus,ES 350,2008,Black,3.2,nigerian used,112366.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Black,13.5,foreign used,72366.0
Abuja,Porsche,Cayenne S Automatic,2005,Black,4.1,nigerian used,112366.0
Abuja,Toyota,Camry,2010,Gray,3.85,foreign used,68588.0
Lagos,Toyota,RAV4 2.5 Limited 4x4,2011,Blue,5.7,foreign used,128000.0
Lagos,Lincoln,MKZ,2012,Red,7.0,foreign used,50000.0
Lagos,Lexus,RX 350 AWD,2019,Black,28.0,foreign used,22000.0
Abuja,Toyota,Corolla XLE,2020,Black,17.5,foreign used,56000.0
Abuja,Toyota,Camry,2013,Silver,6.2,foreign used,60000.0
Lagos,Toyota,Sienna LE AWD (3.3L V6 5A),2004,White,2.5,nigerian used,112366.0
Ibadan,Toyota,Sienna LE 7 Passenger,2012,Beige,5.9,foreign used,98000.0
Lagos,Lexus,ES 350,2008,Blue,5.7,foreign used,98000.0
Abuja,Toyota,Corolla,2015,Silver,5.6,foreign used,65325.0
Lagos,Mercedes-Benz,M Class ML 350 4Matic,2013,Green,12.35,foreign used,72366.0
Abuja,Toyota,Highlander Limited 3.5L 2WD,2013,Gold,9.65,foreign used,140649.0
Abuja,Toyota,Avalon,2013,Black,5.95,nigerian used,112366.0
Abuja,Kia,Rio,2007,Black,1.1,nigerian used,112366.0
Lagos,Lexus,RX 350,2010,White,8.5,foreign used,1.0
Abuja,Lexus,RX 350 AWD,2012,Black,9.3,foreign used,54000.0
Abuja,Honda,Accord Automatic,2005,Gray,1.45,nigerian used,1321100.0
Lagos,Toyota,Tacoma,2013,Black,11.8,foreign used,60000.0
Abuja,Land Rover,Range Rover Evoque,2013,Gray,8.5,nigerian used,112366.0
Abuja,Toyota,Venza XLE AWD V6,2013,Silver,10.9,foreign used,58000.0
Abuja,Toyota,Corolla,2006,Red,2.81,nigerian used,288490.0
Lagos,Toyota,Tacoma 4x4 Double Cab,2008,Blue,7.0,foreign used,105423.0
Abuja,Toyota,Venza XLE FWD V6,2013,Silver,10.6,foreign used,54000.0
Lagos,Lexus,RX,2013,Gray,11.0,foreign used,50214.0
Abuja,Mercedes-Benz,B-Class,2009,White,3.05,foreign used,57864.0
Lagos,Toyota,Camry,2012,Blue,6.2,foreign used,72366.0
Abuja,Mercedes-Benz,M Class,2012,Gray,12.8,foreign used,149441.0
Abuja,Mercedes-Benz,C-Class,2009,Black,4.5,foreign used,72366.0
Abuja,Land Rover,Range Rover Sport,2021,Black,25.0,foreign used,25000.0
Lagos,Toyota,4-Runner,2017,Silver,17.5,foreign used,65024.0
Lagos,Toyota,Venza XLE FWD V6,2013,Black,6.6,nigerian used,96200.0
Abuja,Lexus,RX 350,2009,Black,5.63,nigerian used,80188.0
Abuja,Toyota,Camry,2008,Red,2.0,nigerian used,118711.0
Lagos,Mercedes-Benz,GLA-Class,2016,Red,17.0,foreign used,56771.0
Lagos,Mercedes-Benz,C230,2003,Black,2.59,foreign used,145990.0
Ibadan,Toyota,Venza,2010,White,7.7,foreign used,72366.0
Lagos,Toyota,Land Cruiser Prado 2.7 i,2012,Black,15.75,nigerian used,47180.0
